Radio Relax Instrumental	http://online.radiorelax.ua/RadioRelax_Instrumental_HD	0
Radio Relax Cafe	http://online.radiorelax.ua/RadioRelax_Cafe_HD	0
Radio Relax Innterneshenal	http://online.radiorelax.ua/RadioRelax_Int_HD	0
Radio Relax Українською	http://online.radiorelax.ua/RadioRelax_Ukr_HD	0
Radio Relax	http://online.radiorelax.ua/RadioRelax_HD	0
Melodia FM Romantic	http://online.melodiafm.ua/MelodiaFM_Romantic_HD	0
Melodia FM	http://online.melodiafm.ua/MelodiaFM_HD	0
Melodia FM Disco	http://online.melodiafm.ua/MelodiaFM_Disco_HD	0
Melodia FM International	http://online.melodiafm.ua/MelodiaFM_Int_HD	0
Kiss FM	http://online.kissfm.ua/KissFM_HD	0
Kiss FM Deep	http://online.kissfm.ua/KissFM_Deep_HD	0
Kiss FM Digital	http://online.kissfm.ua/KissFM_Digital_HD	0
Kiss FM Ukrainian	http://online.kissfm.ua/KissFM_Ukr_HD	0
Хіт FM	http://online.hitfm.ua/HitFM_HD	0
Хіт FM Best	http://online.hitfm.ua/HitFM_Best_HD	0
Хіт FM Top	http://online.hitfm.ua/HitFM_Top_HD	0
Hit FM Ukrainian	http://online.hitfm.ua/HitFM_Ukr_HD	0
Radio Gold	http://online.radioplayer.ua/RadioGold_HD	1
Flash Radio	http://online.radioplayer.ua/FlashRadio_HD	1
Наше Радіо	http://online.nasheradio.ua/NasheRadio_HD	0
Наше Радіо УкрТоп100	http://online.nasheradio.ua/NasheRadio_Ukr_HD	0
Radio Italiana	http://online.radioplayer.ua/RadioItaliana_HD	0
Radio Ritmo Latino	http://online.radioplayer.ua/RadioRitmoLatino_HD	0
Radio Bayraktar	http://online.radiobayraktar.ua/RadioBayraktar_HD	0
Radio Indie	http://online.radioplayer.ua/RadioIndieUA_HD	0
Гуляй Радiо	http://online.radioplayer.ua/GuliayRadio_HD	0
Radio Jazz Cover	http://online.radiojazz.ua/RadioJazz_Cover_HD	0
Radio Jazz Groove	http://online.radiojazz.ua/RadioJazz_Groove_HD	0
Radio Jazz Light	http://online.radiojazz.ua/RadioJazz_Light_HD	0
Radio Jazz	http://online.radiojazz.ua/RadioJazz_HD	0
Radio Jazz Gold	http://online.radiojazz.ua/RadioJazz_Gold_HD	0
Radio Jazz Christmas	http://online.radiojazz.ua/RadioJazz_Christmas_HD	0
Radio ROKS Український рок	http://online.radioroks.ua/RadioROKS_Ukr_HD	0
Radio ROKS Hard'n'Heavy	http://online.radioroks.ua/RadioROKS_HardnHeavy_HD	0
Radio ROKS Новий рок	http://online.radioroks.ua/RadioROKS_NewRock_HD	0
Radio ROKS Classic Rock	http://online.radioroks.ua/RadioROKS_ClassicRock_HD	0
Radio ROKS	http://online.radioroks.ua/RadioROKS_HD	0
Radio ROKS Балади	http://online.radioroks.ua/RadioROKS_Ballads_HD	0
Classic Radio	http://online.classicradio.ua/ClassicRadio_HD	0
Єдині новини	http://online-news.radioplayer.ua/RadioNews	0
